I0626 22:19:31.832112  1996 server.go:1349] Starting language server process with pid 1996
I0627 00:01:36.974480  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:01:36.975621  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:01:37.905464  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3ef505f5cceb1f3c ResponseID: seg-avbRENOakdUPz52smA0
I0627 00:01:38.103602  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:01:38.103602  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:01:40.128231  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xaf6ca6de505c8989 ResponseID: s-g-asnLHOn1kdUPvLaDkQI
I0627 00:01:40.535661  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:01:40.536908  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:01:44.097345  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xc0ff478acd291f4c ResponseID: tOg-arGRKImYkdUPnoCg4AE
I0627 00:01:44.584459  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:01:44.585018  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:01:48.019679  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3eb9e7d1474d8246 ResponseID: ueg-aqDjM4bjnsEPl8ewwQU
I0627 00:01:48.210183  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:01:48.210183  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:01:50.001037  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x32ae47c6e2fd2c05 ResponseID: vOg-au_0JfCN7M8P2pjLQA
I0627 00:01:50.441680  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:01:50.441680  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:01:52.109495  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7c85331173ceb3e1 ResponseID: v-g-ap_7JdaF7M8P0M_6SA
I0627 00:01:52.375938  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:01:52.377062  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:01:53.318704  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa66724046d35cb3b ResponseID: wOg-aoeILKD3nsEPvZL3yAY
I0627 00:01:53.527653  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:01:53.528228  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:01:55.308787  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8eaae5255d2d549e ResponseID: wug-apLxLbzLkdUPkKG5-AM
I0627 00:01:55.525798  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:01:55.525798  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:01:56.537974  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x27a89bd9f6e759ab ResponseID: w-g-aoKTMuftkdUP5qGgoQ0
I0627 00:01:56.722808  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:01:56.723991  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:01:58.968000  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x5a1dc11edc090627 ResponseID: xug-avTvGvK9nsEPx_LYkAM
I0627 00:01:59.213683  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:01:59.213683  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:02:00.176189  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x84fcfd846c15e4a6 ResponseID: x-g-ataEI-SXkdUP0M_T0AU
I0627 00:02:00.439808  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:02:00.440331  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:02:02.581934  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x589388faf9a82ea2 ResponseID: yug-atRs-OPszw--t8jABQ
I0627 00:02:02.794527  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:02:02.794527  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:02:03.685231  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd3a8bda93b31ac2c ResponseID: y-g-aqrQCIGrnsEP9u_Y2Q0
I0627 00:02:03.886280  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:02:03.886631  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:02:06.584946  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd5c1e59163104003 ResponseID: zeg-avuOFMrk7M8P_8_nuAE
I0627 00:02:07.514040  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:02:07.514308  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:02:09.125047  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x12e0af5a3fb3a19d ResponseID: z-g-ar7hCpDrkdUPkMiQuQE
I0627 00:02:09.493988  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:02:09.494715  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:02:12.399446  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x54712a09f275a5c0 ResponseID: 0-g-aoGBCOznnsEPmqywQQ
I0627 00:02:12.594340  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:02:12.595796  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:02:14.163679  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd78f9ebfb22dcb41 ResponseID: 1eg-avyCGdi9nsEPpPqq4QI
I0627 00:02:14.512950  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:02:14.514589  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:02:17.816687  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4bd38a4740720446 ResponseID: 2Og-avauNayCkdUPweaaqQU
I0627 00:02:18.275741  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:02:18.275741  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:02:19.876868  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7293bc67d4c4740b ResponseID: 2ug-atrNHbTjkdUPkr_AkAE
I0627 00:02:20.095896  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:02:20.096809  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:02:22.038665  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x99a61eb5ec625464 ResponseID: 3eg-aq-0GPyYkdUPmNKxkAI
I0627 00:02:22.202138  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:02:22.202718  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:02:23.881220  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x93cdb79f10c96bde ResponseID: 3ug-aob1KofkkdUPudzV0A4
I0627 00:02:24.029390  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 62
I0627 00:02:24.216068  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:02:24.216068  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 00:03:04.377727  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=62, approved=true, sandboxOverride=false, persistGrants=[]
I0627 00:03:04.377816  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 62 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 00:03:13.160752  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf6ff656ad5abd403 ResponseID: Duk-aquJG9ScnsEP07Dh8QE
I0627 00:03:13.493134  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 00:03:13.493722  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
